parameter_value,prey_minimum,predator_minimum
164,2,36
164,5,26
164,2,64
164,1,41
164,2,29
164,1,45
164,2,38
164,1,16
164,4,76
164,1,82
164,2,61
164,1,40
164,1,57
164,1,24
164,6,68
164,2,54
164,2,42
164,1,46
164,1,10
164,1,69
164,1,43
164,2,30
164,2,69
164,1,30
164,2,36
164,3,34
164,1,25
164,1,26
164,2,40
164,1,51
164,1,45
164,3,57
164,1,47
164,2,44
164,2,34
164,1,19
164,1,42
164,1,31
164,2,51
164,1,28
164,1,26
164,3,27
164,1,24
164,1,22
164,1,15
164,5,43
164,1,39
164,1,40
164,2,31
164,1,20
164,7,48
164,1,26
164,1,24
164,1,20
164,2,29
164,1,41
164,1,19
164,1,10
164,2,15
164,1,52
164,2,33
164,1,33
164,1,14
164,4,24
164,1,15
164,1,18
164,1,21
164,1,29
164,1,33
164,1,17
164,1,32
164,2,21
164,2,37
164,5,21
164,1,23
164,1,30
164,5,26
164,11,36
164,1,11
164,1,24
164,6,10
164,3,37
164,1,19
164,4,29
164,11,26
164,1,36
164,11,22
164,4,17
164,4,30
164,1,30
164,8,25
164,3,27
164,7,29
164,1,20
165,1,67
165,1,56
165,2,100
165,1,82
165,2,59
165,1,100
165,1,66
165,1,28
165,3,36
165,1,93
165,1,40
165,1,68
165,1,75
165,1,33
165,3,25
165,4,87
165,2,37
165,1,55
165,1,59
165,1,32
165,1,40
165,3,52
165,1,30
165,1,55
165,2,24
165,1,47
165,1,38
165,1,26
165,1,39
165,4,53
165,3,33
165,2,34
165,1,30
165,3,27
165,2,43
165,1,27
165,5,40
165,1,18
165,2,48
165,2,35
165,1,4
165,4,50
165,4,41
165,1,27
165,3,33
165,1,47
165,1,37
165,2,25
165,1,54
165,3,40
165,3,24
165,2,28
165,1,50
165,1,23
165,1,19
165,1,24
165,1,40
165,1,20
165,3,27
165,1,50
165,2,43
165,2,33
165,1,37
165,2,14
165,1,17
165,1,37
165,1,32
165,1,28
165,1,23
165,3,36
165,1,34
165,3,36
165,1,45
165,2,19
165,2,21
165,1,27
165,1,15
165,5,25
165,1,39
165,1,31
165,2,45
165,1,24
165,2,20
165,1,43
165,4,24
165,4,23
165,3,44
165,4,22
165,1,24
165,1,14
165,1,21
165,11,25
165,2,30
165,3,29
165,4,7
165,1,17
165,1,30
165,2,17
165,9,4
165,19,40
166,2,92
166,3,73
166,5,71
166,7,70
166,4,69
166,1,35
166,1,90
166,1,57
166,1,55
166,1,26
166,1,11
166,1,45
166,1,43
166,1,89
166,1,65
166,3,83
166,2,56
166,1,24
166,1,51
166,8,60
166,1,41
166,1,26
166,13,49
166,1,26
166,1,51
166,3,43
166,1,28
166,1,43
166,1,69
166,1,35
166,2,26
166,1,47
166,1,39
166,1,49
166,1,36
166,1,15
166,1,50
166,1,38
166,1,47
166,3,19
166,4,25
166,1,56
166,1,22
166,3,52
166,1,29
166,3,37
166,1,19
166,2,24
166,2,31
166,2,58
166,3,46
166,2,31
166,1,44
166,1,33
166,1,43
166,3,27
166,1,41
166,2,40
166,1,22
166,1,41
166,5,31
166,2,33
166,2,35
166,1,46
166,2,24
166,1,33
166,2,38
166,1,29
166,1,21
166,1,36
166,2,22
166,1,26
166,1,24
166,1,35
166,2,27
166,1,17
166,1,21
166,1,18
166,1,10
166,1,23
166,2,10
166,2,20
166,1,15
166,3,14
166,3,14
166,2,21
166,5,17
166,1,49
166,2,16
166,2,29
166,4,17
166,1,12
166,10,11
166,11,30
166,3,26
166,1,16
166,25,18
166,16,31
166,1,40
166,1,21
167,2,69
167,1,46
167,1,55
167,1,100
167,1,90
167,2,61
167,1,50
167,5,94
167,1,46
167,2,39
167,3,55
167,1,73
167,1,15
167,1,63
167,1,39
167,3,87
167,1,27
167,1,34
167,1,26
167,1,50
167,3,46
167,1,17
167,1,37
167,1,47
167,5,46
167,2,71
167,1,45
167,2,60
167,2,36
167,1,31
167,1,37
167,2,41
167,1,43
167,1,41
167,2,33
167,1,24
167,3,42
167,1,35
167,3,48
167,1,18
167,2,4
167,3,42
167,1,38
167,2,33
167,5,30
167,2,43
167,2,31
167,1,28
167,1,38
167,1,20
167,1,49
167,11,43
167,2,24
167,3,41
167,1,24
167,1,43
167,2,23
167,1,29
167,1,20
167,1,24
167,2,34
167,3,32
167,3,26
167,2,37
167,1,37
167,1,24
167,1,22
167,1,24
167,1,31
167,2,39
167,1,16
167,1,18
167,2,46
167,1,21
167,1,24
167,2,25
167,1,34
167,9,31
167,1,23
167,1,43
167,1,28
167,1,28
167,1,36
167,4,28
167,1,25
167,5,27
167,10,33
167,4,36
167,6,30
167,3,16
167,2,27
167,1,42
167,17,23
167,2,26
167,4,23
167,15,44
167,18,27
167,3,22
167,1,33
167,6,17
168,2,77
168,1,82
168,1,87
168,2,67
168,1,41
168,4,39
168,1,80
168,1,83
168,1,52
168,1,43
168,1,69
168,3,62
168,2,38
168,1,66
168,15,53
168,1,65
168,4,100
168,2,57
168,1,55
168,2,54
168,14,84
168,2,44
168,2,37
168,1,61
168,3,41
168,2,67
168,8,75
168,1,44
168,1,28
168,1,20
168,1,34
168,1,35
168,1,79
168,3,39
168,1,33
168,1,23
168,2,16
168,2,41
168,2,47
168,2,49
168,3,36
168,2,46
168,9,52
168,1,45
168,1,23
168,1,15
168,2,37
168,1,29
168,1,22
168,1,52
168,3,10
168,11,1
168,2,35
168,1,26
168,1,42
168,1,28
168,1,55
168,1,23
168,1,21
168,1,48
168,1,30
168,1,46
168,2,28
168,1,40
168,6,46
168,2,19
168,5,34
168,3,20
168,1,47
168,2,33
168,1,12
168,1,29
168,1,24
168,1,23
168,1,16
168,1,20
168,1,26
168,1,15
168,2,26
168,1,33
168,1,17
168,1,29
168,7,22
168,1,17
168,6,28
168,2,20
168,1,27
168,4,21
168,4,32
168,1,12
168,1,27
168,1,11
168,2,8
168,12,29
168,9,26
168,3,29
168,1,18
168,3,29
168,15,31
168,8,27
169,3,26
169,2,86
169,1,47
169,2,83
169,1,49
169,1,56
169,3,52
169,1,36
169,2,99
169,5,66
169,1,47
169,3,46
169,1,52
169,1,32
169,1,27
169,1,52
169,4,80
169,1,57
169,3,63
169,1,26
169,1,54
169,1,25
169,5,43
169,4,43
169,3,42
169,1,34
169,1,28
169,2,45
169,1,86
169,2,46
169,1,38
169,2,38
169,1,58
169,3,33
169,1,45
169,2,34
169,2,44
169,1,32
169,1,35
169,1,19
169,1,40
169,1,21
169,1,23
169,2,15
169,1,42
169,3,29
169,1,31
169,1,16
169,3,39
169,1,38
169,2,41
169,2,48
169,1,28
169,1,22
169,1,23
169,1,24
169,1,42
169,3,44
169,1,39
169,1,34
169,7,24
169,1,30
169,1,17
169,1,22
169,1,33
169,1,12
169,1,20
169,2,36
169,1,22
169,1,21
169,1,29
169,1,28
169,1,22
169,1,31
169,1,32
169,5,24
169,1,31
169,2,26
169,1,18
169,1,48
169,1,36
169,2,26
169,5,22
169,1,26
169,1,34
169,2,20
169,3,22
169,3,16
169,2,12
169,4,23
169,1,24
169,9,29
169,4,20
169,6,19
169,10,33
169,13,31
169,24,41
169,2,20
169,13,23
169,11,35
170,1,85
170,4,33
170,1,38
170,1,48
170,3,75
170,1,39
170,1,20
170,1,34
170,5,36
170,1,41
170,1,47
170,2,26
170,1,45
170,2,45
170,1,41
170,1,43
170,1,55
170,1,46
170,2,34
170,4,58
170,1,39
170,1,84
170,1,42
170,1,21
170,1,21
170,1,26
170,4,18
170,2,21
170,3,44
170,6,44
170,1,29
170,1,44
170,5,37
170,1,28
170,1,35
170,1,47
170,2,43
170,1,13
170,2,50
170,4,51
170,1,36
170,2,51
170,1,26
170,2,30
170,2,36
170,2,26
170,1,20
170,2,19
170,1,46
170,3,16
170,1,21
170,6,46
170,1,29
170,1,23
170,1,19
170,2,25
170,1,20
170,1,17
170,8,38
170,1,16
170,1,12
170,4,27
170,1,29
170,1,37
170,1,25
170,2,7
170,3,23
170,1,40
170,4,23
170,1,36
170,1,37
170,1,31
170,6,20
170,1,24
170,1,31
170,3,20
170,2,26
170,8,36
170,4,15
170,1,14
170,4,14
170,1,24
170,7,27
170,1,14
170,1,12
170,2,19
170,1,21
170,10,33
170,1,20
170,1,25
170,2,12
170,3,14
170,1,14
170,1,10
170,4,29
170,1,2
170,13,31
170,12,32
170,2,32
170,15,24
171,2,70
171,3,93
171,11,70
171,4,66
171,1,68
171,3,86
171,1,34
171,5,35
171,2,49
171,1,38
171,3,81
171,1,69
171,2,51
171,1,34
171,2,33
171,3,67
171,1,53
171,1,47
171,1,39
171,1,42
171,1,43
171,2,84
171,1,45
171,1,41
171,4,24
171,1,25
171,1,62
171,1,12
171,2,46
171,1,25
171,1,89
171,4,38
171,1,32
171,2,37
171,1,50
171,1,29
171,14,50
171,3,37
171,1,18
171,5,34
171,5,49
171,1,68
171,1,27
171,1,51
171,1,43
171,1,44
171,1,48
171,2,35
171,1,62
171,6,28
171,2,28
171,2,36
171,2,17
171,1,29
171,1,26
171,3,36
171,1,40
171,1,46
171,1,37
171,3,37
171,2,25
171,1,19
171,6,42
171,2,37
171,2,31
171,1,25
171,1,42
171,1,8
171,1,11
171,4,36
171,2,16
171,1,15
171,1,19
171,1,42
171,2,19
171,1,35
171,1,34
171,3,24
171,3,30
171,1,32
171,24,32
171,1,25
171,2,18
171,2,24
171,1,12
171,2,24
171,2,24
171,4,20
171,2,17
171,1,37
171,1,11
171,1,42
171,2,15
171,2,14
171,5,25
171,4,16
171,1,28
171,3,21
171,3,33
171,6,25
172,1,89
172,1,33
172,2,34
172,1,64
172,1,40
172,3,51
172,1,76
172,2,40
172,1,79
172,2,57
172,2,31
172,1,29
172,1,48
172,1,74
172,1,63
172,23,87
172,3,39
172,2,71
172,3,52
172,2,59
172,1,72
172,1,28
172,1,42
172,2,27
172,1,38
172,3,52
172,2,27
172,2,53
172,1,24
172,1,32
172,1,37
172,1,18
172,2,52
172,1,43
172,1,17
172,1,60
172,1,54
172,1,33
172,1,42
172,2,54
172,2,41
172,3,54
172,1,14
172,4,25
172,1,52
172,8,35
172,1,35
172,2,23
172,1,9
172,3,41
172,1,41
172,2,54
172,1,33
172,2,19
172,1,29
172,1,12
172,1,21
172,3,18
172,1,21
172,3,22
172,1,28
172,1,29
172,6,36
172,1,41
172,1,40
172,2,32
172,1,31
172,1,38
172,1,22
172,1,29
172,1,23
172,1,15
172,1,18
172,2,25
172,1,29
172,4,26
172,2,20
172,1,16
172,1,35
172,3,26
172,4,29
172,4,33
172,2,28
172,3,30
172,1,24
172,2,19
172,1,25
172,5,29
172,3,33
172,2,25
172,1,22
172,14,26
172,3,6
172,6,21
172,11,37
172,10,24
172,2,21
172,1,32
172,16,34
172,1,17
173,1,57
173,2,56
173,1,43
173,1,46
173,9,76
173,1,25
173,2,57
173,1,55
173,1,39
173,2,82
173,1,38
173,1,42
173,1,45
173,2,60
173,2,39
173,1,56
173,1,40
173,2,20
173,3,58
173,1,66
173,2,60
173,1,32
173,1,34
173,6,30
173,1,60
173,1,57
173,1,51
173,1,51
173,1,54
173,3,49
173,5,51
173,13,36
173,1,36
173,1,27
173,5,37
173,1,25
173,2,31
173,2,46
173,1,43
173,1,25
173,1,19
173,1,14
173,1,27
173,1,31
173,2,47
173,3,42
173,2,39
173,2,32
173,2,27
173,1,30
173,1,46
173,1,46
173,2,40
173,2,37
173,3,24
173,1,43
173,1,48
173,1,33
173,1,27
173,1,39
173,1,59
173,2,16
173,2,19
173,1,26
173,1,37
173,4,41
173,1,39
173,1,14
173,1,25
173,1,27
173,2,34
173,1,35
173,1,19
173,1,40
173,5,23
173,1,14
173,2,28
173,2,23
173,1,34
173,1,25
173,3,17
173,2,20
173,21,31
173,1,22
173,6,21
173,6,24
173,5,23
173,1,20
173,20,28
173,3,25
173,2,18
173,6,17
173,5,27
173,1,19
173,1,17
173,1,36
173,3,22
173,13,13
173,2,12
173,23,34
174,1,57
174,2,80
174,1,66
174,1,38
174,1,49
174,1,85
174,1,73
174,1,74
174,1,63
174,3,60
174,1,74
174,2,73
174,1,67
174,1,22
174,2,46
174,1,62
174,1,47
174,1,50
174,3,67
174,1,20
174,1,29
174,1,24
174,1,33
174,1,78
174,1,27
174,11,66
174,2,26
174,5,26
174,2,30
174,2,39
174,1,47
174,1,52
174,1,23
174,5,50
174,3,25
174,2,54
174,1,37
174,2,27
174,4,42
174,1,58
174,5,48
174,1,17
174,3,38
174,5,40
174,1,28
174,2,27
174,2,21
174,1,53
174,3,28
174,3,49
174,4,16
174,1,40
174,1,25
174,1,20
174,1,45
174,2,32
174,1,22
174,2,34
174,1,30
174,4,37
174,4,31
174,1,28
174,3,26
174,1,41
174,1,23
174,1,35
174,1,12
174,3,32
174,1,25
174,3,31
174,4,32
174,1,25
174,1,25
174,1,35
174,3,23
174,1,17
174,1,26
174,4,44
174,6,32
174,1,15
174,1,24
174,1,33
174,4,9
174,1,15
174,1,30
174,2,29
174,2,19
174,1,28
174,1,14
174,1,22
174,2,26
174,2,22
174,6,26
174,3,22
174,2,6
174,2,25
174,5,26
174,6,11
174,1,36
174,3,11
175,1,63
175,1,38
175,4,84
175,1,93
175,4,96
175,1,62
175,3,45
175,2,67
175,1,11
175,3,37
175,1,42
175,1,34
175,2,26
175,1,71
175,4,78
175,1,40
175,1,79
175,2,61
175,3,45
175,1,71
175,1,36
175,2,44
175,3,46
175,2,52
175,1,58
175,1,26
175,1,46
175,2,33
175,2,27
175,1,56
175,1,34
175,1,21
175,1,34
175,1,31
175,2,35
175,1,49
175,1,37
175,1,22
175,2,35
175,2,55
175,2,38
175,1,49
175,3,59
175,2,15
175,3,32
175,1,17
175,2,32
175,109,1
175,2,40
175,1,40
175,2,27
175,1,17
175,1,39
175,3,50
175,2,45
175,1,14
175,1,19
175,1,24
175,2,42
175,1,21
175,2,22
175,2,20
175,2,29
175,1,45
175,1,48
175,1,36
175,3,39
175,6,31
175,1,30
175,1,24
175,1,19
175,2,33
175,2,33
175,2,18
175,4,27
175,6,37
175,3,33
175,2,22
175,4,36
175,1,28
175,3,26
175,1,27
175,4,25
175,2,23
175,3,20
175,7,24
175,1,29
175,10,33
175,3,29
175,2,16
175,1,15
175,24,32
175,2,21
175,4,27
175,5,22
175,3,21
175,2,24
175,8,26
175,14,32
175,9,32
176,2,74
176,2,37
176,1,91
176,2,60
176,2,27
176,1,68
176,4,34
176,6,57
176,2,21
176,1,91
176,1,40
176,1,38
176,1,63
176,1,46
176,3,100
176,1,54
176,1,56
176,1,40
176,1,62
176,1,18
176,1,54
176,1,85
176,1,43
176,1,32
176,1,39
176,1,39
176,1,67
176,2,45
176,2,21
176,2,30
176,1,46
176,1,67
176,1,30
176,3,49
176,1,29
176,2,37
176,2,44
176,1,45
176,1,19
176,2,25
176,1,29
176,3,47
176,1,23
176,2,34
176,2,33
176,2,49
176,2,35
176,1,23
176,1,26
176,9,27
176,1,39
176,2,27
176,1,26
176,1,54
176,1,57
176,1,45
176,2,48
176,1,37
176,1,25
176,25,1
176,1,45
176,1,16
176,4,23
176,1,35
176,1,40
176,2,35
176,2,19
176,1,35
176,1,17
176,1,47
176,2,33
176,2,31
176,1,37
176,1,38
176,1,21
176,1,28
176,1,24
176,1,25
176,1,30
176,1,35
176,1,47
176,1,33
176,2,18
176,2,10
176,2,34
176,1,38
176,2,15
176,1,22
176,1,23
176,4,22
176,5,26
176,5,17
176,11,29
176,3,28
176,14,36
176,2,6
176,1,8
176,14,39
176,5,39
176,10,26
177,1,86
177,1,53
177,2,58
177,2,79
177,2,93
177,1,62
177,1,100
177,1,56
177,2,77
177,1,27
177,1,59
177,1,60
177,1,38
177,2,85
177,3,67
177,1,22
177,9,74
177,1,76
177,1,89
177,1,58
177,1,29
177,1,84
177,1,57
177,2,38
177,1,45
177,1,35
177,1,31
177,2,67
177,1,65
177,1,36
177,1,23
177,1,50
177,1,36
177,2,66
177,1,45
177,1,25
177,1,45
177,3,48
177,1,37
177,1,27
177,1,60
177,2,8
177,1,38
177,1,30
177,11,40
177,1,40
177,2,41
177,1,18
177,1,43
177,3,45
177,2,21
177,1,24
177,1,16
177,1,34
177,1,35
177,3,32
177,1,25
177,3,48
177,3,32
177,1,45
177,2,39
177,3,37
177,3,49
177,1,29
177,1,51
177,1,42
177,1,15
177,1,26
177,1,43
177,1,12
177,1,35
177,2,29
177,1,28
177,1,30
177,3,26
177,1,38
177,2,37
177,1,38
177,1,30
177,1,23
177,1,24
177,1,14
177,8,26
177,1,20
177,6,20
177,1,39
177,2,13
177,1,30
177,3,33
177,1,28
177,1,21
177,7,34
177,1,34
177,4,12
177,5,28
177,10,32
177,2,25
177,4,24
177,15,29
177,8,37
178,1,78
178,1,48
178,1,45
178,2,53
178,3,79
178,1,82
178,1,70
178,2,56
178,2,42
178,1,60
178,1,66
178,1,46
178,13,70
178,1,82
178,1,63
178,3,42
178,1,25
178,1,67
178,1,58
178,4,55
178,1,34
178,2,50
178,4,70
178,1,67
178,1,22
178,2,56
178,2,61
178,2,44
178,2,44
178,1,50
178,1,69
178,1,19
178,1,27
178,1,51
178,2,27
178,1,35
178,4,39
178,1,49
178,4,25
178,3,20
178,5,30
178,4,41
178,1,27
178,3,45
178,1,39
178,1,26
178,1,26
178,1,21
178,7,26
178,1,53
178,1,48
178,1,57
178,1,37
178,1,40
178,2,12
178,1,45
178,2,25
178,1,43
178,2,22
178,4,37
178,1,48
178,2,25
178,2,27
178,1,51
178,2,47
178,4,37
178,1,22
178,1,28
178,1,17
178,3,22
178,2,22
178,1,36
178,2,11
178,3,15
178,1,9
178,1,23
178,2,41
178,1,25
178,1,6
178,1,35
178,2,16
178,3,29
178,2,16
178,2,28
178,1,39
178,1,20
178,5,1
178,7,26
178,2,13
178,1,28
178,3,30
178,1,25
178,8,28
178,1,15
178,1,36
178,3,17
178,5,24
178,1,23
178,1,20
178,2,23
179,1,63
179,2,77
179,4,46
179,2,42
179,3,28
179,2,35
179,1,57
179,1,36
179,2,32
179,1,23
179,3,38
179,2,49
179,1,100
179,1,54
179,1,67
179,1,47
179,1,48
179,1,37
179,1,21
179,2,68
179,7,57
179,1,26
179,3,58
179,1,43
179,2,40
179,1,48
179,1,46
179,3,36
179,18,44
179,1,36
179,1,58
179,10,53
179,2,18
179,1,23
179,1,14
179,1,60
179,1,34
179,1,13
179,2,52
179,2,22
179,1,20
179,1,28
179,1,57
179,1,33
179,1,38
179,1,46
179,1,28
179,1,12
179,1,30
179,1,40
179,2,14
179,1,10
179,1,17
179,1,27
179,2,35
179,2,34
179,1,31
179,1,31
179,1,42
179,2,16
179,1,7
179,1,28
179,1,39
179,3,38
179,2,19
179,1,33
179,1,29
179,1,32
179,1,34
179,1,34
179,1,34
179,1,28
179,12,33
179,3,24
179,2,29
179,1,33
179,1,23
179,1,30
179,1,20
179,1,19
179,2,24
179,1,40
179,2,28
179,1,38
179,1,23
179,1,22
179,8,34
179,2,19
179,3,11
179,5,28
179,7,25
179,1,14
179,15,37
179,3,21
179,8,32
179,3,33
179,12,20
179,8,26
179,10,31
179,17,36
180,2,73
180,3,41
180,1,36
180,4,54
180,1,70
180,2,73
180,7,79
180,2,73
180,1,100
180,1,56
180,1,32
180,1,59
180,1,55
180,1,46
180,3,71
180,1,26
180,1,46
180,3,30
180,5,36
180,1,39
180,2,66
180,2,88
180,1,15
180,5,37
180,1,48
180,2,26
180,1,37
180,2,39
180,2,56
180,2,50
180,1,65
180,1,53
180,2,51
180,3,46
180,8,45
180,1,41
180,3,65
180,5,53
180,1,32
180,1,34
180,1,18
180,1,49
180,2,33
180,1,25
180,1,31
180,2,29
180,9,42
180,1,46
180,1,35
180,2,20
180,1,36
180,3,51
180,1,21
180,1,38
180,2,25
180,2,51
180,2,29
180,1,21
180,2,33
180,1,16
180,1,45
180,3,20
180,1,30
180,1,29
180,1,16
180,1,42
180,1,17
180,1,40
180,2,38
180,1,39
180,1,24
180,1,39
180,1,20
180,3,38
180,2,18
180,1,30
180,1,23
180,3,27
180,3,18
180,2,29
180,2,17
180,2,23
180,2,36
180,4,26
180,3,25
180,1,17
180,1,25
180,1,37
180,1,21
180,1,32
180,5,26
180,9,24
180,6,32
180,8,28
180,8,13
180,3,22
180,2,14
180,6,17
180,2,17
180,6,26
181,5,80
181,2,47
181,6,85
181,1,34
181,13,74
181,1,31
181,3,100
181,1,38
181,2,54
181,1,56
181,1,69
181,1,53
181,1,97
181,1,52
181,1,79
181,3,41
181,2,69
181,1,82
181,2,40
181,2,29
181,1,36
181,1,35
181,1,59
181,3,47
181,3,40
181,4,45
181,3,70
181,2,26
181,1,53
181,1,50
181,2,51
181,3,42
181,2,32
181,1,29
181,3,57
181,1,48
181,1,39
181,2,24
181,4,12
181,4,38
181,4,39
181,5,25
181,2,33
181,4,32
181,1,22
181,1,24
181,1,26
181,1,57
181,9,44
181,1,43
181,2,34
181,1,56
181,1,42
181,1,32
181,3,32
181,2,42
181,2,28
181,1,16
181,1,44
181,1,41
181,1,18
181,1,40
181,3,29
181,1,23
181,1,32
181,3,22
181,2,31
181,2,28
181,1,31
181,1,5
181,2,32
181,1,17
181,1,14
181,3,17
181,1,14
181,1,19
181,4,24
181,2,15
181,2,19
181,1,23
181,1,33
181,6,33
181,1,20
181,1,22
181,1,22
181,1,29
181,7,19
181,1,22
181,3,20
181,1,25
181,4,22
181,8,27
181,3,36
181,3,28
181,15,31
181,3,12
181,3,22
181,8,24
181,21,35
181,13,29
182,3,98
182,3,48
182,2,100
182,1,58
182,5,49
182,1,37
182,1,47
182,5,72
182,1,42
182,1,62
182,1,64
182,1,76
182,3,47
182,1,49
182,1,71
182,1,65
182,2,75
182,1,50
182,1,92
182,1,60
182,2,85
182,1,37
182,1,41
182,1,29
182,5,68
182,1,62
182,2,27
182,1,51
182,1,50
182,4,37
182,2,37
182,1,59
182,2,35
182,1,34
182,1,69
182,1,36
182,1,24
182,2,46
182,3,40
182,2,25
182,1,51
182,2,60
182,1,34
182,1,38
182,1,35
182,3,42
182,2,39
182,2,35
182,2,32
182,2,36
182,4,40
182,1,22
182,1,24
182,1,26
182,6,34
182,4,51
182,1,47
182,2,23
182,3,16
182,1,48
182,5,34
182,1,43
182,4,23
182,5,37
182,1,41
182,2,29
182,1,39
182,1,15
182,1,11
182,3,26
182,5,45
182,1,26
182,2,34
182,3,23
182,4,34
182,1,51
182,1,19
182,1,26
182,1,20
182,1,11
182,1,8
182,2,28
182,3,14
182,3,20
182,2,19
182,5,33
182,13,22
182,5,21
182,4,15
182,14,34
182,7,27
182,13,26
182,7,28
182,1,17
182,12,35
182,1,18
182,11,39
182,18,37
182,7,19
182,21,38
183,1,50
183,9,76
183,1,69
183,3,33
183,1,50
183,1,29
183,2,52
183,2,58
183,1,19
183,1,64
183,4,42
183,1,38
183,3,73
183,2,48
183,3,31
183,1,39
183,1,27
183,9,53
183,1,52
183,1,33
183,1,21
183,3,31
183,1,26
183,2,57
183,1,33
183,1,34
183,2,53
183,2,41
183,1,37
183,5,28
183,1,33
183,1,32
183,1,44
183,1,34
183,1,32
183,1,33
183,1,48
183,1,14
183,1,50
183,3,38
183,2,41
183,1,37
183,1,9
183,3,49
183,1,41
183,1,16
183,1,35
183,2,31
183,1,24
183,1,51
183,1,18
183,1,51
183,9,31
183,2,18
183,2,37
183,2,30
183,2,54
183,1,7
183,2,23
183,2,43
183,1,22
183,1,38
183,1,23
183,1,23
183,2,27
183,2,36
183,1,12
183,1,29
183,3,43
183,4,21
183,2,27
183,2,29
183,3,34
183,1,28
183,1,30
183,3,9
183,1,27
183,1,38
183,2,20
183,1,32
183,1,23
183,2,19
183,4,17
183,4,32
183,2,18
183,3,31
183,4,20
183,2,20
183,3,31
183,7,21
183,1,25
183,1,16
183,1,20
183,2,24
183,20,29
183,1,20
183,1,42
183,7,40
183,16,29
183,14,23
184,1,38
184,2,56
184,1,61
184,3,39
184,2,67
184,2,80
184,1,61
184,1,31
184,1,39
184,1,54
184,2,51
184,1,45
184,4,97
184,3,41
184,1,31
184,1,24
184,1,49
184,1,83
184,1,82
184,2,40
184,4,25
184,1,46
184,2,53
184,1,41
184,1,33
184,1,34
184,1,54
184,1,38
184,1,19
184,1,38
184,2,49
184,4,45
184,1,37
184,1,22
184,3,43
184,3,49
184,1,36
184,1,34
184,1,25
184,2,18
184,2,44
184,3,29
184,3,42
184,1,51
184,1,36
184,3,38
184,2,58
184,1,45
184,1,35
184,1,20
184,22,50
184,2,22
184,1,13
184,5,50
184,2,43
184,1,28
184,1,52
184,3,39
184,1,35
184,1,31
184,1,47
184,2,46
184,3,19
184,1,11
184,1,34
184,3,30
184,1,40
184,1,41
184,1,39
184,2,27
184,2,11
184,2,30
184,10,21
184,1,22
184,2,22
184,1,32
184,2,30
184,1,26
184,1,21
184,6,27
184,1,19
184,1,24
184,4,41
184,1,25
184,1,20
184,1,14
184,1,29
184,1,31
184,2,31
184,3,11
184,3,15
184,1,23
184,7,29
184,5,34
184,6,29
184,1,16
184,4,24
184,9,32
184,6,27
184,28,20
185,2,100
185,2,75
185,6,41
185,1,31
185,2,83
185,2,77
185,1,35
185,1,53
185,1,45
185,2,45
185,1,79
185,2,65
185,4,88
185,2,70
185,1,52
185,2,31
185,3,52
185,2,79
185,1,33
185,2,58
185,1,76
185,9,52
185,1,38
185,1,58
185,1,47
185,4,36
185,1,46
185,2,53
185,13,61
185,1,49
185,1,31
185,1,37
185,2,44
185,1,46
185,1,89
185,2,52
185,1,39
185,1,51
185,1,22
185,8,44
185,4,36
185,1,52
185,2,64
185,1,55
185,2,32
185,2,53
185,1,50
185,1,40
185,5,67
185,1,35
185,1,25
185,1,35
185,2,37
185,1,40
185,1,11
185,2,26
185,1,31
185,1,37
185,1,15
185,1,26
185,5,45
185,2,38
185,2,30
185,1,29
185,1,37
185,1,36
185,1,13
185,2,20
185,1,18
185,1,22
185,1,26
185,1,17
185,3,32
185,2,40
185,1,19
185,1,10
185,1,46
185,2,42
185,2,30
185,2,22
185,2,24
185,4,15
185,1,25
185,2,21
185,2,22
185,2,26
185,5,20
185,1,26
185,6,25
185,3,26
185,2,17
185,15,30
185,2,15
185,1,18
185,12,34
185,3,21
185,25,32
185,9,31
185,20,42
185,2,15
186,1,94
186,1,58
186,1,90
186,2,46
186,1,73
186,2,64
186,6,50
186,1,67
186,1,39
186,2,74
186,2,90
186,2,67
186,2,86
186,1,82
186,1,43
186,4,47
186,4,100
186,1,71
186,4,36
186,2,67
186,1,77
186,1,55
186,1,49
186,1,66
186,1,54
186,1,43
186,1,32
186,1,64
186,1,25
186,1,32
186,4,24
186,1,56
186,4,66
186,17,41
186,1,42
186,1,39
186,1,31
186,1,48
186,1,27
186,1,27
186,1,56
186,2,34
186,1,32
186,1,32
186,3,56
186,4,26
186,1,39
186,1,20
186,1,30
186,1,26
186,1,38
186,2,40
186,1,25
186,1,27
186,1,18
186,2,29
186,3,31
186,1,28
186,1,16
186,1,22
186,6,24
186,1,33
186,2,11
186,1,28
186,2,26
186,2,26
186,1,40
186,2,22
186,1,23
186,1,31
186,1,25
186,4,27
186,3,28
186,1,26
186,3,25
186,4,20
186,1,24
186,1,20
186,1,19
186,7,28
186,1,33
186,1,39
186,1,33
186,3,16
186,2,15
186,3,18
186,6,21
186,3,23
186,4,46
186,3,11
186,9,25
186,5,16
186,1,19
186,1,12
186,1,26
186,5,22
186,1,21
186,21,24
186,13,35
186,1,17
187,1,37
187,1,52
187,1,100
187,2,77
187,1,48
187,1,65
187,3,87
187,3,80
187,1,69
187,4,75
187,1,61
187,2,51
187,5,24
187,1,49
187,2,57
187,1,26
187,1,41
187,1,90
187,1,10
187,1,63
187,1,72
187,2,68
187,1,57
187,1,62
187,1,45
187,1,34
187,4,87
187,1,43
187,1,73
187,1,55
187,1,29
187,2,50
187,1,47
187,2,51
187,2,38
187,1,45
